;Unnamed: 0;Unnamed: 0.1;cod_orgao_sup;nm_orgao_sup;cod_orgao;nm_orgao;cod_unidade;nm_unidade;modalidade_compra;id_item_compra;dia;ano;mes;cod_classe_material;nm_classe_material;grupo_material;grupo_servico;cod_material_serv;desc_material_serv;padrao_desc_material;cnpj_fornecedor;nm_fornecedor;unidade_fornecimento;valor_unitario;qtde_ofertada;ind_pandemia
679;1113;4209;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;70010;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;Pregão;0700100500006201900018;04 Set 2019;2019;Set 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;4,00474E+12;NORLUX LTDA;FRASCO 500,00 ML;5,3;200;0
550;886;129990;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160033;19 BATALHAO DE CACADORES;Pregão;1600330500008201800076;11 Jan 2019;2019;Jan 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;5,9329E+12;MEYOR'S DO BRASIL LTDA;FRASCO 500,00 ML;5,3;5590;0
658;1077;61548;26000;MINISTERIO DA EDUCACAO;26417;INST.FED.DE EDUC.,CIENC.E TEC. DA PARAIBA;158279;INST.FED.DA PARAIBA/CAMPUS SOUSA;Pregão;1582790500008201900002;25 Nov 2019;2019;Nov 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;3,18602E+13;THIAGO GOMES BARBOSA COMERCIO;FRASCO 500,00 ML;5,31;500;0
439;709;207172;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120644;GRUPAMENTO DE APOIO DE CURITIBA;Pregão;1206440500085201800010;17 Dez 2018;2018;Dez 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,64851E+12;PKB PRODUTOS QUIMICOS LTDA;FRASCO 500,00 ML;5,35;800;0
372;605;183906;36000;MINISTERIO DA SAUDE;36201;FUNDACAO OSWALDO CRUZ;254421;INSTITUTO AGGEU MAGALHAES - FIOCRUZ/PE;Pregão;2544210500027201800003;20 Ago 2018;2018;Ago 2018;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;4,00474E+12;NORLUX LTDA;FRASCO 500,00 ML;5,35;400;0
366;599;164066;26000;MINISTERIO DA EDUCACAO;26443;EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES;155180;HOSP ENS DR WASHINGTON ANTONIO BARROS;Pregão;1551800500001201800110;21 Ago 2018;2018;Ago 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;4,00474E+12;NORLUX LTDA;FRASCO 500,00 ML;5,39;750;0
649;1060;346615;99900;REPUBLICA FEDERATIVA DO BRASIL;93520;ESTADO DE RONDONIA;980001;PREF.MUN.DE GUAJARA-MIRIM;Pregão;9800010500002201900003;05 Jul 2019;2019;Jul 2019;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;3,13459E+13;PRIME COMERCIO ATACADISTA DE EQUIPAMENTOS DE INFORMATICA EIRELI;FRASCO 500,00 ML;5,4;1540;0
695;1144;111956;26000;MINISTERIO DA EDUCACAO;26431;INST.FED.DE EDUC., CIENC.E TECNOLOGIA PIAUí;158361;INST.FED.DE ED.,CIENC.E TEC.DO PIAUÍ;Pregão;1583610500002201900188;05 Set 2019;2019;Set 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;6,35058E+13;ROBEVALDO ALVES LIMA;FRASCO 500,00 ML;5,4;930;0
370;603;181209;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;257039;DISTRITO SANIT.ESP.INDÍGENA - CUIABA;Pregão;2570390500011201800006;18 Jul 2018;2018;Jul 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,70667E+12;MEDPLUS COMERCIO DE ARTIGOS MEDICOS LTDA;FRASCO 500,00 ML;5,43;400;0
385;631;274788;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160173;MEX/31.BATALHAO DE INFANTARIA MOTORIZADO/PB;Pregão;1601730500001201800005;19 Jul 2018;2018;Jul 2018;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;357894; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, APLICACAO:LIMPEZA, CARACTERISTICAS ADICIONAIS:NEUTRALIZANTE E ESPESSANTE, CONCENTRACAO:80deg INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,54636E+13;LUIZ ANDRE ALVES DE OLIVEIRA;FRASCO 500,00 ML;5,43;500;0
465;748;337884;99900;REPUBLICA FEDERATIVA DO BRASIL;94320;ESTADO DO CEARA;943001;GOVERNO DO ESTADO DO CEARA;Pregão;9430010501026201800016;06 Nov 2018;2018;Nov 2018;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;5,07702E+12;AGUAS BRASIL COMERCIO DE PRODUTOS DE LIMPEZA EIRELI;FRASCO 500,00 ML;5,44;1000;0
301;479;90195;30000;MINISTERIO DA JUSTICA;30907;FUNDO PENITENCIARIO NACIONAL;200333;DEPARTAMENTO PENITENCIARIO NACIONAL;Pregão;2003330500006201800016;20 Mar 2018;2018;Mar 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,85754E+13;FRANCEFARMA INDUSTRIA DE COSMETICOS LTDA;FRASCO 500,00 ML;5,48;1000;0
601;978;4310;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;70008;TRIBUNAL REGIONAL ELEITORAL DO RIO G.DO NORTE;Pregão;0700080500016201900003;25 Jul 2019;2019;Jul 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,76029E+13;DELTA INDUSTRIA E COM. LTDA;FRASCO 500,00 ML;5,49;1000;0
686;1125;42040;26000;MINISTERIO DA EDUCACAO;26240;UNIVERSIDADE FEDERAL DA PARAIBA;153065;UNIVERSIDADE FEDERAL DA PARAÍBA - CAMPOS I;Pregão;1530650500009201900004;23 Out 2019;2019;Out 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;9,10955E+12;PEDRO NASCIMENTO DE PAIVA FERNANDES;FRASCO 500,00 ML;5,49;2817;0
628;1033;226478;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160152;MEX-11.REGIMENTO DE CAVALARIA MECANIZADO/MS;Pregão;1601520500003201900090;01 Ago 2019;2019;Ago 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,33953E+13;ELIANDRO JOSE MACHADO COMERCIO E SERVICOS;FRASCO 500,00 ML;5,49;500;0
369;602;171483;30000;MINISTERIO DA JUSTICA;30802;DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL/MJ;200127;SUPERINTENDENCIA REG. POL. RODV. FEDERAL-PI;Pregão;2001270500012201800002;24 Ago 2018;2018;Ago 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,34598E+13;FRANCISCO CARLOS CALDAS MOURA;FRASCO 500,00 ML;5,5;500;0
530;858;144371;99900;REPUBLICA FEDERATIVA DO BRASIL;96320;ESTADO DO RIO GRANDE DO SUL;988815;PREF.MUNICIPAL DO RIO GRANDE/RS;Pregão;9888150500082201900015;31 Dez 2019;2019;Dez 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,97006E+13;PRIORITTA PRODUTOS HOSPITALARES - EIRELI;FRASCO 500,00 ML;5,5;2000;0
709;1167;199596;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160121;HOSPITAL GERAL DE JUIZ DE FORA;Pregão;1601210500005201900022;17 Out 2019;2019;Out 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,26527E+13;J C N COMERCIO E EMPREENDIMENTOS EIRELI;FRASCO 500,00 ML;5,52;1237;0
359;581;70926;26000;MINISTERIO DA EDUCACAO;26248;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;153165;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;Pregão;1531650500011201800008;14 Jun 2018;2018;Jun 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;4,00474E+12;NORLUX LTDA;FRASCO 500,00 ML;5,56;200;0
38;63;64813;30000;MINISTERIO DA JUSTICA;30802;DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL/MJ;200128;SUPERINTENDENCIA REG. POL. RODV. FEDERAL-MS;Dispensa de Licitação;2001280600009202000003;28 Fev 2020;2020;Fev 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,84936E+13;C. L. R. COMERCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GENERO ALIMENTICIO;FRASCO 500,00 ML;5,6;250;0
700;1157;172670;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120637;GRUPAMENTO DE APOIO DE BOA VISTA;Pregão;1206370500028201900010;03 Set 2019;2019;Set 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,6031E+13;KEYLA DE M. MARQUES ROCHA EIRELI;FRASCO 500,00 ML;5,64;1000;0
475;772;85160;26000;MINISTERIO DA EDUCACAO;26283;FUNDACAO UNIVERSIDADE FEDERAL DE MATO G. SUL;154054;FUNDACAO UNIVERS.FEDERAL/MS;Pregão;1540540500034201800004;19 Out 2018;2018;Out 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;2,45955E+13;MS SAUDE DISTRIBUIDORA DE MATERIAL HOSPITALAR LTDA;FRASCO 500,00 ML;5,65;320;0
470;756;4570;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;70017;TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO;Pregão;0700170500056201800007;03 Set 2018;2018;Set 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,56313E+13;LUTAR DISTRIBUIDORA DE PRODUTOS DE LIMPEZA EIRELI;FRASCO 500,00 ML;5,65;3900;0
440;710;208975;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160001;7 BATALHAO DE ENGENHARIA DE CONSTRUCAO-MEX/AC;Pregão;1600010500019201800081;30 Nov 2018;2018;Nov 2018;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;244273; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL SANITIZANTE, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65%, ODOR:EUCALIPTO;ALCOOL ETILICO LIMPEZA DE AMBIENTES;6,37729E+13;HOLANDA PAPELARIA EIRELI;FRASCO 500,00 ML;5,66;400;0
710;1169;212944;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160173;MEX/31.BATALHAO DE INFANTARIA MOTORIZADO/PB;Pregão;1601730500004201900004;21 Out 2019;2019;Out 2019;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;357894; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, APLICACAO:LIMPEZA, CARACTERISTICAS ADICIONAIS:NEUTRALIZANTE E ESPESSANTE, CONCENTRACAO:80deg INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;4,07649E+13;PROLIMP PRODUTOS E SERVIÇOS EIRELI;FRASCO 500,00 ML;5,67;500;0
302;480;90226;30000;MINISTERIO DA JUSTICA;30907;FUNDO PENITENCIARIO NACIONAL;200333;DEPARTAMENTO PENITENCIARIO NACIONAL;Pregão;2003330500006201800051;20 Mar 2018;2018;Mar 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,07474E+13;EMEDCAL COMERCIO DE PRODUTOS HOSPITALARES LTDA;FRASCO 500,00 ML;5,71;1000;0
350;560;7942;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;70018;TRIBUNAL REGIONAL ELEITORAL DE SAO PAULO;Pregão;0700180500054201800001;19 Jul 2018;2018;Jul 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;5,10841E+12;BCM K DISTRIBUIDORA EIRELI;FRASCO 500,00 ML;5,73;9000;0
463;746;337221;99900;REPUBLICA FEDERATIVA DO BRASIL;94320;ESTADO DO CEARA;943001;GOVERNO DO ESTADO DO CEARA;Pregão;9430010500627201800013;13 Dez 2018;2018;Dez 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,19141E+13;PH & B COMERCIO E SERVICOS EIRELI;FRASCO 500,00 ML;5,75;74962;0
483;790;146334;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;257034;DISTRITO SANIT.ESP. INDÍGENA - MARANHAO;Pregão;2570340500010201800008;20 Set 2018;2018;Set 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,85312E+13;MEDIMAR-DISTRIBUIDORA DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA;FRASCO 500,00 ML;5,84;700;0
742;1212;319581;99900;REPUBLICA FEDERATIVA DO BRASIL;97400;DISTRITO FEDERAL;926119;SECRETARIA DE ESTADO DE SAÚDE - GDF;Pregão;9261190500210201900013;15 Out 2019;2019;Out 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;2,25303E+13;VITTAMED DISTRIBUICAO DE MEDICAMENTOS E PRODUTOS PARA A SAUDE EIRELI;FRASCO 500,00 ML;5,84;3519;0
741;1211;319580;99900;REPUBLICA FEDERATIVA DO BRASIL;97400;DISTRITO FEDERAL;926119;SECRETARIA DE ESTADO DE SAÚDE - GDF;Pregão;9261190500210201900012;15 Out 2019;2019;Out 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;2,25303E+13;VITTAMED DISTRIBUICAO DE MEDICAMENTOS E PRODUTOS PARA A SAUDE EIRELI;FRASCO 500,00 ML;5,84;10558;0
474;771;83483;26000;MINISTERIO DA EDUCACAO;26281;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;154050;MEC-UNIVERSIDADE FEDERAL/SE;Pregão;1540500500037201800004;10 Set 2018;2018;Set 2018;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,69113E+13;PORTELA LOGÍSTICA E CONSTRUÇÕES EIRELI;FRASCO 500,00 ML;5,85;5000;0
90;152;198410;99900;REPUBLICA FEDERATIVA DO BRASIL;94420;ESTADO DO RIO GRANDE DO NORTE;926788;PREFEITURA DO MUNICIPIO DE BOA SAUDE;Pregão;9267880500035201900007;14 Jan 2020;2020;Jan 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;4,27966E+12;A. A. DE S. WANDERLEY;FRASCO 500,00 ML;5,85;300;0
726;1191;263456;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160518;BASE DE AVIACAO DE TAUBATE;Pregão;1605180500026201900006;30 Out 2019;2019;Out 2019;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,44592E+13;RVN DISTRIBUIDORA DE PRODUTOS EIRELI;FRASCO 500,00 ML;5,88;400;0
713;1172;220139;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160206;30 BATALHAO DE INFANTARIA MECANIZADO;Pregão;1602060500014201900002;02 Out 2019;2019;Out 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,42214E+13;LUIZ MINIOLI NETTO;FRASCO 500,00 ML;5,9;200;0
436;705;158996;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;257035;DIST. SANT. ESP. INDIGENA;Pregão;2570350500043201800009;26 Nov 2018;2018;Nov 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,54079E+13;ALEXANDRE H M CHAMONE COMERCIO;FRASCO 500,00 ML;5,92;1900;0
481;788;137362;30000;MINISTERIO DA JUSTICA;30802;DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL/MJ;200116;SUPERINTENDENCIA REG. POL. RODV. FEDERAL-RJ;Pregão;2001160500012201800051;06 Set 2018;2018;Set 2018;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,52164E+12;DANJAC DISTRIBUIDORA LTDA;FRASCO 500,00 ML;5,9375;240;0
304;482;90291;30000;MINISTERIO DA JUSTICA;30907;FUNDO PENITENCIARIO NACIONAL;200333;DEPARTAMENTO PENITENCIARIO NACIONAL;Pregão;2003330500006201800127;20 Mar 2018;2018;Mar 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,85754E+13;FRANCEFARMA INDUSTRIA DE COSMETICOS LTDA;FRASCO 500,00 ML;5,94;400;0
615;1008;117156;26000;MINISTERIO DA EDUCACAO;26427;INST.FED.DE EDUC.,CIENC.E TECNOLOGIA DA BAHIA;158411;INST.FED.DE EDUC.TEC BAHIA/CAMPUS SALVADOR;Pregão;1584110500003201900008;18 Jul 2019;2019;Jul 2019;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;3,00706E+13;GUERREIRO COMERCIO DE DESCARTAVEIS EIRELI;FRASCO 500,00 ML;5,95;200;0
448;723;248795;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160206;30 BATALHAO DE INFANTARIA MECANIZADO;Pregão;1602060500020201800002;21 Nov 2018;2018;Nov 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;7,21314E+13;VB COMERCIO DE PRODUTOS ALIMENTICIOS EIRELI;FRASCO 500,00 ML;5,97;200;0
