;Unnamed: 0;Unnamed: 0.1;cod_orgao_sup;nm_orgao_sup;cod_orgao;nm_orgao;cod_unidade;nm_unidade;modalidade_compra;id_item_compra;dia;ano;mes;cod_classe_material;nm_classe_material;grupo_material;grupo_servico;cod_material_serv;desc_material_serv;padrao_desc_material;cnpj_fornecedor;nm_fornecedor;unidade_fornecimento;valor_unitario;qtde_ofertada;ind_pandemia
182;276;74925;36000;MINISTERIO DA SAUDE;36212;AGENCIA NACIONAL DE VIGILANCIA SANITARIA;253004;COORD. VIG. SANIT. PORTOS, AEROP. E FRONT./SC;Dispensa de Licitação;2530040600002202000001;06 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;5,59968E+12;ALVA COSMETICOS EIRELI;FRASCO 500,00 ML;8,93;200;1
139;221;46534;26000;MINISTERIO DA EDUCACAO;26443;EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES;155015;MATERNIDADE ESCOLA JANUÁRIO CICCO;Dispensa de Licitação;1550150600004202000001;12 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;7,89306E+13;AGRESTE COSMETICA BRASIL LTDA. MEPAVIMENTACAO EIRELI;FRASCO 500,00 ML;8,99;3768;1
241;370;133799;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160199;HOSPITAL MILITAR DE ÁREA DE RECIFE;Dispensa de Licitação;1601990600012202000002;05 Jun 2020;2020;Jun 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;4,07649E+13;PROLIMP PRODUTOS E SERVIÇOS EIRELI;FRASCO 500,00 ML;9;3600;1
22;39;36456;26000;MINISTERIO DA EDUCACAO;26404;INST.FED.DE EDUC.,CIENC.E TEC.BAIANO;158129;INST.FED.DE EDUC., CIENC. E TEC. BAIANO;Dispensa de Licitação;1581290600005202000001;13 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;6,19168E+12;ALTAJAN COMERCIO DE PRODUTOS DE CONSUMO EIRELI;FRASCO 500,00 ML;9,22;200;1
101;166;5308;20000;PRESIDENCIA DA REPUBLICA;20101;PRESIDENCIA DA REPUBLICA;110120;DEPARTAMENTO DE ADMINISTRACAO DA ABIN/GSI/PR;Dispensa de Licitação;1101200600023202000002;27 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;3,0223E+13;MIRAZAB COMERCIO E SERVICOS TECNICOS EIRELI;FRASCO 500,00 ML;9,25;1000;1
111;178;10497;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;170058;SUP.REGIONAL RECEITA FEDERAL 4A.RF/PE;Dispensa de Licitação;1700580600022202000004;13 Mai 2020;2020;Mai 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,61608E+12;COMERCIAL PARANHOS - EIRELI;FRASCO 500,00 ML;9,39;1159;1
144;227;59666;30000;MINISTERIO DA JUSTICA;30108;DEPARTAMENTO DE POLICIA FEDERAL;200350;SUPERINTENDENCIA REG.DEP.POLICIA FEDERAL - MG;Dispensa de Licitação;2003500600008202000001;29 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,8029E+13;FORO COMERCIO E SERVICO DE PRODUTOS QUIMICOS EIRELI;FRASCO 500,00 ML;9,5;2000;1
294;466;240194;99900;REPUBLICA FEDERATIVA DO BRASIL;97400;DISTRITO FEDERAL;974002;SECRETARIA DE ESTADO DE ECONOMIA DO DF;Pregão;9740020500033202000009;28 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,68722E+13;BOTANIC DO BRASIL COSMETICOS EIRELI;FRASCO 500,00 ML;9,5;29130;1
295;467;240195;99900;REPUBLICA FEDERATIVA DO BRASIL;97400;DISTRITO FEDERAL;974002;SECRETARIA DE ESTADO DE ECONOMIA DO DF;Pregão;9740020500033202000010;28 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,68722E+13;BOTANIC DO BRASIL COSMETICOS EIRELI;FRASCO 500,00 ML;9,5;9710;1
185;281;76490;38629;CONSELHO REG. DE FARMACIA DO RIO DE JANEIRO;38629;CONSELHO REG. DE FARMACIA DO RIO DE JANEIRO;389455;CONSELHO REG. DE FARMACIA DO RIO DE JANEIRO;Pregão;3894550500006202000006;12 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;1,45467E+13;DE FRANCE INDUSTRIA E COMERCIO DE COSMETICOS LTDA.;FRASCO 500,00 ML;9,5945;740;1
214;327;105004;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160038;6. DEPOSITO DE SUPRIMENTO;Dispensa de Licitação;1600380600017202000002;16 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;3,67132E+13;MARLUZE KATAOKA DA SILVA 16502571808;FRASCO 500,00 ML;9,7225;400;1
129;204;29862;26000;MINISTERIO DA EDUCACAO;26403;INST.FED.DE EDUC., CIENC E TEC.DO AMAZONAS;155440;CAMPUS TEFé IFECT DO AMAZONAS;Dispensa de Licitação;1554400600002202000001;15 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,74944E+13;SOARES COMERCIO E LICITACOES LTDA;FRASCO 500,00 ML;9,79;1000;1
157;248;65355;33000;MINISTERIO DA PREVIDENCIA SOCIAL;37202;INSTITUTO NACIONAL DO SEGURO SOCIAL;510181;GERÊNCIA REGIONAL EM FLORIANÓPOLIS;Dispensa de Licitação;5101810600005202000002;13 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,15661E+12;COPELI COSMETICOS E PERFUMES LTDA;FRASCO 500,00 ML;9,8;6000;1
72;116;145598;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160362;3 BATALHAO LOGISTICO/RS;Dispensa de Licitação;1603620600014202000001;20 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,87195E+13;CHARLEI BONI;FRASCO 500,00 ML;9,89;400;1
145;228;59668;30000;MINISTERIO DA JUSTICA;30108;DEPARTAMENTO DE POLICIA FEDERAL;200350;SUPERINTENDENCIA REG.DEP.POLICIA FEDERAL - MG;Dispensa de Licitação;2003500600010202000001;08 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,43026E+13;COMERCIAL ROSA SANTOS LTDA;FRASCO 500,00 ML;9,9;2000;1
220;337;109415;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160078;COLEGIO MILITAR DE CAMPO GRANDE;Dispensa de Licitação;1600780600018202000001;22 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;2,87871E+13;SHIGEMOTO & CIA LTDA;FRASCO 500,00 ML;9,9;1000;1
289;458;221885;99900;REPUBLICA FEDERATIVA DO BRASIL;95120;ESTADO DE MINAS GERAIS;927658;CONSÓRCIO INT.DE SAÚDE ALTO DAS VERTENES;Pregão;9276580500005202000004;06 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,17675E+13;R M LANZA DOS SANTOS COMERCIO;FRASCO 500,00 ML;9,9;23830;1
41;71;68283;34000;MINISTERIO PUBLICO DA UNIAO;34000;MINISTERIO PUBLICO DA UNIAO;200032;PROCURADORIA REG.DO TRABALHO 5A. REGIAO - BA;Pregão;2000320500014201900002;06 Mar 2020;2020;Mar 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;244282; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL SANITIZANTE, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65%, ODOR:LAVANDA;ALCOOL ETILICO LIMPEZA DE AMBIENTES;7,57193E+12;EQUILIBRIO COMERCIO DE DESCARTAVEIS EIRELI;FRASCO 500,00 ML;10,08;200;1
25;44;53957;26000;MINISTERIO DA EDUCACAO;26443;EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES;155017;HOSPITAL UNIVERSITÁRIO DE SERGIPE;Pregão;1550170500064201900004;23 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;4,07649E+13;PROLIMP PRODUTOS E SERVIÇOS EIRELI;FRASCO 500,00 ML;10,2;1600;1
133;211;35490;26000;MINISTERIO DA EDUCACAO;26414;INSTITUTO FEDERAL DE MATO GROSSO;158497;INST.FED.MATO GROSSO/CAMPUS BARRA DO GARÇAS;Dispensa de Licitação;1584970600016202000001;04 Jun 2020;2020;Jun 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;3,66166E+13;FLAVIA MILENA OLIVEIRA MARQUES 04865744150;FRASCO 500,00 ML;10,2585;500;1
156;247;65354;33000;MINISTERIO DA PREVIDENCIA SOCIAL;37202;INSTITUTO NACIONAL DO SEGURO SOCIAL;510181;GERÊNCIA REGIONAL EM FLORIANÓPOLIS;Dispensa de Licitação;5101810600005202000001;13 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,15661E+12;COPELI COSMETICOS E PERFUMES LTDA;FRASCO 500,00 ML;10,32;9000;1
5;7;10079;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;170040;SUP.REGIONAL RECEITA FEDERAL 3A.RF/CE;Dispensa de Licitação;1700400600012202000001;18 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;2,62634E+12;ART MEDICA COMERCIO E REPRESENTACOES DE PRODUTOS HOSPITALARES LTDA.;FRASCO 500,00 ML;10,4;1020;1
67;109;138479;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160297;COMANDO DA 1 DIVISAO DE EXERCITO/RJ;Dispensa de Licitação;1602970600006202000001;19 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;2,51033E+13;ATOMO PRODUTOS LABORATORIAIS E CORRELATOS LTDA;FRASCO 500,00 ML;10,5;600;1
213;324;101021;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160022;21ª COMPANHIA DE ENGENHARIA DE CONSTRUCAO;Pregão;1600220500005201900140;21 Mai 2020;2020;Mai 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,33189E+13;SYLVIA P DA COSTA RAMOS;FRASCO 500,00 ML;10,53;995;1
279;440;193091;52000;MINISTERIO DEFESA;52131;COMANDO DA MARINHA;785810;CENTRO DE INTEND.DA MARINHA EM RIO GRANDE;Dispensa de Licitação;7858100606004202000002;14 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;347138; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, CONCENTRACAO:46deg A 65deg INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;4,41532E+12;GENIAL PRODUTOS PARA LIMPEZA LTDA;FRASCO 500,00 ML;10,54;420;1
137;219;42297;26000;MINISTERIO DA EDUCACAO;26443;EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES;155007;EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES;Dispensa de Licitação;1550070600012202000004;23 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,45467E+13;DE FRANCE INDUSTRIA E COMERCIO DE COSMETICOS LTDA.;FRASCO 500,00 ML;10,55;23964;1
109;175;10316;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;170025;SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - MA;Dispensa de Licitação;1700250600002202000001;15 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,75767E+13;DANIEL BRITO MENDONCA 43747395805;FRASCO 500,00 ML;10,6153;650;1
260;400;155150;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160371;29 GRUPO DE ARTILHARIA DE CAMPANHA;Dispensa de Licitação;1603710600023202000001;16 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;8,87749E+13;SUPERMERCADO LINASSI EIRELI;FRASCO 500,00 ML;10,8;400;1
239;367;132557;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160193;COMANDO 10 BRIGADA DE INFANTARIA MOTORIZADA;Dispensa de Licitação;1601930600011202000001;04 Mai 2020;2020;Mai 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;3,12917E+13;SMG COMERCIO DE MATERIAIS DE CONSTRUCAO E SERVICOS DE ENGENHARIA LTDA;FRASCO 500,00 ML;10,9;300;1
223;340;118847;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160113;4 BATALHAO DE ENGENHARIA DE COMBATE;Dispensa de Licitação;1601130600011202000001;15 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;1,66175E+13;COMERCIAL MOREIRA & MARTINS LTDA;FRASCO 500,00 ML;10,97;300;1
281;447;196362;52000;MINISTERIO DEFESA;52131;COMANDO DA MARINHA;788820;CENTRO DE INTENDENCIA DA MARINHA EM MANAUS;Pregão;7888200500008202000044;25 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,0828E+13;N K CARVALHO DE OLIVEIRA;FRASCO 500,00 ML;10,99;500;1
80;135;162489;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160488;COMANDO DA 2  REGIAO MILITAR;Dispensa de Licitação;1604880600011202000001;23 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;6,29689E+12;A D DA SILVA PAPELARIA;FRASCO 500,00 ML;11;492;1
212;323;101005;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160022;21ª COMPANHIA DE ENGENHARIA DE CONSTRUCAO;Pregão;1600220500005201900124;21 Mai 2020;2020;Mai 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;244273; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL SANITIZANTE, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65%, ODOR:EUCALIPTO;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,33189E+13;SYLVIA P DA COSTA RAMOS;FRASCO 500,00 ML;11;1550;1
118;187;11200;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;170182;ALFANDEGA DA RFB NO PORTO DO RIO GRANDE-RS;Dispensa de Licitação;1701820600004202000001;08 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,12686E+13;MULTIPLIER DISTRIBUIDORA EIRELI;FRASCO 500,00 ML;11,1799;600;1
253;390;145714;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160313;ESCOLA DE CMDO E ESTADO-MAIOR DO EXERCITO/RJ;Dispensa de Licitação;1603130600002202000001;14 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;1,66175E+13;COMERCIAL MOREIRA & MARTINS LTDA;FRASCO 500,00 ML;11,549;1000;1
276;432;182007;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160545;HOSPITAL DA G. S. GABRIEL DA CACHOEIRA;Pregão;1605450500012202000004;07 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,39948E+13;I N BEZERRA PAULINO EIRELI;FRASCO 500,00 ML;11,8;500;1
244;373;139653;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160237;CENTRO DE AVALIAÇÃO DO EXÉRCITO;Dispensa de Licitação;1602370600017202000001;20 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,73431E+13;DRI ASSESSORIA EVENTOS E SERVICOS EIRELI;FRASCO 500,00 ML;11,87;500;1
46;84;81842;52000;MINISTERIO DEFESA;52000;MINISTERIO DEFESA;110404;DEPARTAMENTO DE ADMINISTRAÇÃO INTERNA;Dispensa de Licitação;1104040600017202000003;19 Mar 2020;2020;Mar 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;7,88825E+12;COMERCIAL ALVORADA DE PRODUTOS PARA LIMPEZA E DESCARTAVEIS LTDA;FRASCO 500,00 ML;11,99;400;1
45;83;81839;52000;MINISTERIO DEFESA;52000;MINISTERIO DEFESA;110404;DEPARTAMENTO DE ADMINISTRAÇÃO INTERNA;Dispensa de Licitação;1104040600016202000003;17 Mar 2020;2020;Mar 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;7,01121E+12;UNILIMP - DISTRIBUIDORA DE PRODUTOS DE LIMPEZA EIRELI;FRASCO 500,00 ML;11,99;400;1
