"";"cod_orgao_sup";"nm_orgao_sup";"cod_orgao";"nm_orgao";"cod_unidade";"nm_unidade";"modalidade_compra";"id_item_compra";"dia";"ano";"mes";"cod_classe_material";"nm_classe_material";"grupo_material";"grupo_servico";"cod_material_serv";"desc_material_serv";"padrao_desc_material";"cnpj_fornecedor";"nm_fornecedor";"unidade_fornecimento";"valor_unitario";"qtde_ofertada";"ind_pandemia"
"618";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160113;"4 BATALHAO DE ENGENHARIA DE COMBATE";"Dispensa de Licitação";1,6011306000112e+21;"15 Abr 2020";2020;"Abr 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";380018;" ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL";"ALCOOL ETILICO";1,66175e+13;"COMERCIAL MOREIRA & MARTINS LTDA";"FRASCO 500,00 ML";10,97;300;1
"619";52000;"MINISTERIO DEFESA";52131;"COMANDO DA MARINHA";788820;"CENTRO DE INTENDENCIA DA MARINHA EM MANAUS";"Pregão";7,8882005000082e+21;"25 Mai 2020";2020;"Mai 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,0828e+13;"N K CARVALHO DE OLIVEIRA";"FRASCO 500,00 ML";10,99;500;1
"620";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160488;"COMANDO DA 2  REGIAO MILITAR";"Dispensa de Licitação";1,6048806000112e+21;"23 Mar 2020";2020;"Mar 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";6,29689e+12;"A D DA SILVA PAPELARIA";"FRASCO 500,00 ML";11;492;1
"621";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160022;"21ª COMPANHIA DE ENGENHARIA DE CONSTRUCAO";"Pregão";1,6002205000052e+21;"21 Mai 2020";2020;"Mai 2020";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";244273;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL SANITIZANTE, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65%, ODOR:EUCALIPTO";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";2,33189e+13;"SYLVIA P DA COSTA RAMOS";"FRASCO 500,00 ML";11;1550;1
"622";25000;"MINISTERIO DA ECONOMIA";25000;"MINISTERIO DA ECONOMIA";170182;"ALFANDEGA DA RFB NO PORTO DO RIO GRANDE-RS";"Dispensa de Licitação";1,7018206000042e+21;"08 Abr 2020";2020;"Abr 2020";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";2,12686e+13;"MULTIPLIER DISTRIBUIDORA EIRELI";"FRASCO 500,00 ML";11,1799;600;1
"623";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160313;"ESCOLA DE CMDO E ESTADO-MAIOR DO EXERCITO/RJ";"Dispensa de Licitação";1,6031306000022e+21;"14 Abr 2020";2020;"Abr 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";380018;" ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL";"ALCOOL ETILICO";1,66175e+13;"COMERCIAL MOREIRA & MARTINS LTDA";"FRASCO 500,00 ML";11,549;1000;1
"624";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160545;"HOSPITAL DA G. S. GABRIEL DA CACHOEIRA";"Pregão";1,6054505000122e+21;"07 Mai 2020";2020;"Mai 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,39948e+13;"I N BEZERRA PAULINO EIRELI";"FRASCO 500,00 ML";11,8;500;1
"625";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160237;"CENTRO DE AVALIAÇÃO DO EXÉRCITO";"Dispensa de Licitação";1,6023706000172e+21;"20 Abr 2020";2020;"Abr 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,73431e+13;"DRI ASSESSORIA EVENTOS E SERVICOS EIRELI";"FRASCO 500,00 ML";11,87;500;1
"626";52000;"MINISTERIO DEFESA";52000;"MINISTERIO DEFESA";110404;"DEPARTAMENTO DE ADMINISTRAÇÃO INTERNA";"Dispensa de Licitação";1,1040406000172e+21;"19 Mar 2020";2020;"Mar 2020";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";7,88825e+12;"COMERCIAL ALVORADA DE PRODUTOS PARA LIMPEZA E DESCARTAVEIS LTDA";"FRASCO 500,00 ML";11,99;400;1
"627";52000;"MINISTERIO DEFESA";52000;"MINISTERIO DEFESA";110404;"DEPARTAMENTO DE ADMINISTRAÇÃO INTERNA";"Dispensa de Licitação";1,1040406000162e+21;"17 Mar 2020";2020;"Mar 2020";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";7,01121e+12;"UNILIMP - DISTRIBUIDORA DE PRODUTOS DE LIMPEZA EIRELI";"FRASCO 500,00 ML";11,99;400;1
"628";52000;"MINISTERIO DEFESA";52000;"MINISTERIO DEFESA";110404;"DEPARTAMENTO DE ADMINISTRAÇÃO INTERNA";"Dispensa de Licitação";1,1040406000142e+21;"17 Mar 2020";2020;"Mar 2020";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";7,88825e+12;"COMERCIAL ALVORADA DE PRODUTOS PARA LIMPEZA E DESCARTAVEIS LTDA";"FRASCO 500,00 ML";11,99;400;1
"629";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160413;"COMANDO DA 3ª DIV DO EX - BASE ADM DA GUAR SM";"Dispensa de Licitação";1,6041306000252e+21;"31 Mar 2020";2020;"Mar 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,64851e+12;"PKB PRODUTOS QUIMICOS LTDA";"FRASCO 500,00 ML";12;500;1
"630";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160146;"MEX-COMANDO DA 18 BRIGADA DE INF.FRONTEIRA/MS";"Dispensa de Licitação";1,6014606000142e+21;"25 Mai 2020";2020;"Mai 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,28625e+13;"TOP NORTE COMERCIO DE MATERIAL MEDICO HOSPITALAR EIRELI";"FRASCO 500,00 ML";12;300;1
"631";26000;"MINISTERIO DA EDUCACAO";26443;"EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES";155903;"HOSPITAL UNIVERSITÁRIO DE JUIZ DE FORA";"Dispensa de Licitação";1,5590306000192e+21;"30 Mar 2020";2020;"Mar 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";6,2048e+12;"ARGILA INDUSTRIA E COMERCIO DE COSMETICOS LTDA";"FRASCO 500,00 ML";12;4000;1
"632";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160148;"BASE DE ADMINISTRAÇÃO E APOIO DO CMP";"Dispensa de Licitação";1,6014806000172e+21;"23 Abr 2020";2020;"Abr 2020";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";6,26865e+12;"MARINE EMPREENDIMENTOS LTDA";"FRASCO 500,00 ML";12;800;1
"633";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160413;"COMANDO DA 3ª DIV DO EX - BASE ADM DA GUAR SM";"Dispensa de Licitação";1,6041306000282e+21;"09 Abr 2020";2020;"Abr 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,64851e+12;"PKB PRODUTOS QUIMICOS LTDA";"FRASCO 500,00 ML";12;468;1
"634";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160413;"COMANDO DA 3ª DIV DO EX - BASE ADM DA GUAR SM";"Dispensa de Licitação";1,6041306000242e+21;"26 Mar 2020";2020;"Mar 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,64851e+12;"PKB PRODUTOS QUIMICOS LTDA";"FRASCO 500,00 ML";12;200;1
"635";26000;"MINISTERIO DA EDUCACAO";26450;"UFESBA - UNIVERSIDADE FEDERAL DO SUL DA BAHIA";158720;"UNIVERSIDADE FEDERAL DO SUL DA BAHIA";"Dispensa de Licitação";1,5872006000172e+21;"18 Mai 2020";2020;"Mai 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,26853e+13;"LIMA & PERGHER INDUSTRIA E COMERCIO S/A";"FRASCO 500,00 ML";12;500;1
"636";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160297;"COMANDO DA 1 DIVISAO DE EXERCITO/RJ";"Dispensa de Licitação";1,6029706000192e+21;"22 Abr 2020";2020;"Abr 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,74644e+13;"PHENIX COMERCIO E SERVICOS EM GERAL EIRELI";"FRASCO 500,00 ML";12,2281;1109;1
"637";25000;"MINISTERIO DA ECONOMIA";25000;"MINISTERIO DA ECONOMIA";170166;"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SC";"Dispensa de Licitação";1,7016606000032e+21;"21 Mai 2020";2020;"Mai 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,64733e+13;"UPMAIS SUPRIMENTOS CORPORATIVOS EIRELI";"FRASCO 500,00 ML";12,28;225;1
"638";33000;"MINISTERIO DA PREVIDENCIA SOCIAL";37202;"INSTITUTO NACIONAL DO SEGURO SOCIAL";510120;"GERÊNCIA EXECUTIVA BELÉM/PA";"Dispensa de Licitação";5,1012006000022e+21;"20 Abr 2020";2020;"Abr 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";380018;" ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL";"ALCOOL ETILICO";2,83874e+13;"M MED COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES - EIRELI";"FRASCO 500,00 ML";12,35;1200;1
"639";25000;"MINISTERIO DA ECONOMIA";25000;"MINISTERIO DA ECONOMIA";170332;"MF DELEGACIA DA RECEITA FEDERAL JI-PARANA RO";"Dispensa de Licitação";1,7033206000092e+21;"17 Abr 2020";2020;"Abr 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";380018;" ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL";"ALCOOL ETILICO";1,85968e+13;"MBG COMERCIAL LTDA";"FRASCO 500,00 ML";12,39;200;1
"640";26000;"MINISTERIO DA EDUCACAO";26406;"INST.FED.DE EDUC.,CIENC.E TEC. DO ESP.SANTO";158425;"IFES - CAMPUS DE ALEGRE";"Dispensa de Licitação";1,5842506000192e+21;"09 Abr 2020";2020;"Abr 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,73431e+13;"DRI ASSESSORIA EVENTOS E SERVICOS EIRELI";"FRASCO 500,00 ML";12,47;300;1
"641";33000;"MINISTERIO DA PREVIDENCIA SOCIAL";37202;"INSTITUTO NACIONAL DO SEGURO SOCIAL";510297;"GERÊNCIA EXECUTIVA DOURADOS/MS";"Dispensa de Licitação";5,1029706000012e+21;"22 Abr 2020";2020;"Abr 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";380018;" ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL";"ALCOOL ETILICO";2,83874e+13;"M MED COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES - EIRELI";"FRASCO 500,00 ML";12,5;400;1
"642";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160365;"HOSPITAL DE GUARNICAO DE BAGE/RS";"Dispensa de Licitação";1,6036506001042e+21;"24 Mar 2020";2020;"Mar 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,64851e+12;"PKB PRODUTOS QUIMICOS LTDA";"FRASCO 500,00 ML";12,6;650;1
"643";33000;"MINISTERIO DA PREVIDENCIA SOCIAL";37202;"INSTITUTO NACIONAL DO SEGURO SOCIAL";510630;"GERÊNCIA EXECUTIVA PALMAS/TO";"Dispensa de Licitação";5,1063006000012e+21;"03 Abr 2020";2020;"Abr 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,83874e+13;"M MED COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES - EIRELI";"FRASCO 500,00 ML";12,6233;300;1
"644";38662;"CONSELHO REG. DE ENGENHARIA E AGRONOMIA DO RS";38662;"CONSELHO REG. DE ENGENHARIA E AGRONOMIA DO RS";389092;"CONSELHO REG.DE ENG.ARQ.AGRON.DO R.G DO SUL";"Dispensa de Licitação";3,8909206000032e+21;"06 Mai 2020";2020;"Mai 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";380018;" ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL";"ALCOOL ETILICO";2,75767e+13;"DANIEL BRITO MENDONCA 43747395805";"FRASCO 500,00 ML";12,6775;300;1
"645";26000;"MINISTERIO DA EDUCACAO";26426;"INST.FED.DE EDUC.,CIENC.E TEC.DO AMAPá";158160;"INSTITUTO FEDERAL CAMPUS LARANJAL DO JARI";"Dispensa de Licitação";1,5816006000022e+21;"16 Abr 2020";2020;"Abr 2020";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";2,73431e+13;"DRI ASSESSORIA EVENTOS E SERVICOS EIRELI";"FRASCO 500,00 ML";12,89;480;1
"646";26000;"MINISTERIO DA EDUCACAO";26427;"INST.FED.DE EDUC.,CIENC.E TECNOLOGIA DA BAHIA";158404;"INST.FED.DE EDUC.TEC BAHIA/CAMPUS BARREIRAS";"Dispensa de Licitação";1,5840406000132e+21;"20 Abr 2020";2020;"Abr 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";380018;" ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL";"ALCOOL ETILICO";2,83874e+13;"M MED COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES - EIRELI";"FRASCO 500,00 ML";12,93;200;1
"647";26000;"MINISTERIO DA EDUCACAO";26351;"UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA";158092;"UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA";"Dispensa de Licitação";1,5809206000182e+21;"27 Mar 2020";2020;"Mar 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,83874e+13;"M MED COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES - EIRELI";"FRASCO 500,00 ML";12,9999;850;1
"648";30000;"MINISTERIO DA JUSTICA";30802;"DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL/MJ";200123;"SUPERINTENDENCIA REG. POL. RODV. FEDERAL-RN";"Dispensa de Licitação";2,0012306000122e+21;"26 Mar 2020";2020;"Mar 2020";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";8,71351e+12;"CASA NORTE LTDA";"FRASCO 500,00 ML";13;360;1
"649";30000;"MINISTERIO DA JUSTICA";30108;"DEPARTAMENTO DE POLICIA FEDERAL";200372;"SUPERINTENDENCIA REG.DEP.POLICIA FEDERAL- RS";"Dispensa de Licitação";2,0037206000062e+21;"01 Abr 2020";2020;"Abr 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,64851e+12;"PKB PRODUTOS QUIMICOS LTDA";"FRASCO 500,00 ML";13;300;1
"650";30000;"MINISTERIO DA JUSTICA";30802;"DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL/MJ";200109;"MJ-DPRF-DEPART.DE POL.RODOVIARIA FEDERAL/DF";"Dispensa de Licitação";2,0010906000072e+21;"20 Mar 2020";2020;"Mar 2020";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";1,30563e+13;"CENTRAX COMERCIAL LTDA";"FRASCO 500,00 ML";13;330;1
"651";25000;"MINISTERIO DA ECONOMIA";25915;"FUNDO CONSTITUCIONAL DO DISTRITO FEDERAL";170394;"CORPO DE BOMBEIROS MILITAR DO DF";"Pregão";1,7039405000232e+21;"13 Abr 2020";2020;"Abr 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,21398e+13;"W. A DOS SANTOS RIVEIRA COMERCIO E SERVICOS";"FRASCO 500,00 ML";13,1;4350;1
"652";39000;"MINISTERIO DOS TRANSPORTES";39252;"DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES";390080;"ADMINISTRAÇÃO HIDROVIÁRIA AMAZONIA ORIENTAL";"Dispensa de Licitação";3,9008006000022e+21;"17 Abr 2020";2020;"Abr 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,83255e+13;"EFICIENTE COMERCIO E SERVICOS EIRELI";"FRASCO 500,00 ML";13,3;600;1
"653";39000;"MINISTERIO DOS TRANSPORTES";39252;"DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES";390077;"ADMINIST. HIDROVIARIA DA AMAZONIA OCIDENTAL";"Dispensa de Licitação";3,9007706000022e+21;"17 Abr 2020";2020;"Abr 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,83255e+13;"EFICIENTE COMERCIO E SERVICOS EIRELI";"FRASCO 500,00 ML";13,3;600;1
"654";36000;"MINISTERIO DA SAUDE";36901;"FUNDO NACIONAL DE SAÚDE";257045;"DISTRITO SANIT. ESP. INDÍGENA - TAPAJOS";"Dispensa de Licitação";2,5704506000062e+21;"27 Mai 2020";2020;"Mai 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,11369e+13;"DIMED LTDA";"FRASCO 500,00 ML";13,5;350;1
"655";33000;"MINISTERIO DA PREVIDENCIA SOCIAL";37202;"INSTITUTO NACIONAL DO SEGURO SOCIAL";510280;"GERÊNCIA EXECUTIVA CAMPO GRANDE/MS";"Dispensa de Licitação";5,1028006000012e+21;"03 Abr 2020";2020;"Abr 2020";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";380018;" ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL";"ALCOOL ETILICO";9,03555e+12;"MARCOS E BERTA LTDA";"FRASCO 500,00 ML";13,51;500;1
